workload,prompt_len_target,layout,strategy,cache_prompt,cache_reuse,runs,samples,median_ttft_s,p95_ttft_s,median_total_latency_s,median_decode_latency_s,median_tokens_per_s,median_prompt_tokens,median_completion_tokens,peak_server_rss_mb,front_volatile_median_ttft_s,ttft_speedup_vs_front_volatile,reuse0_median_ttft_s,ttft_speedup_vs_reuse0
coding,2048,front_volatile,default_cache,True,,1,19,1.714729040999373,1.8913995829996564,2.8580259589998604,1.1474941670003318,55.773703989539754,2357.0,64.0,3895.296875,1.714729040999373,1.0,,
coding,2048,stable_prefix,no_cache,False,,1,19,1.72354599999926,1.8995428744005038,2.901486749999094,1.1529391249987384,55.51030285321441,2357.0,64.0,2278.96875,1.714729040999373,0.9948844074948445,,
coding,2048,stable_prefix,stable_prefix,True,,1,19,0.101001292001456,0.1063420792004762,1.249377333000666,1.1515798340005858,55.5758255835934,2357.0,64.0,2277.0,1.714729040999373,16.977298082232988,,
rag,2048,front_volatile,default_cache,True,,1,19,1.467737417000535,1.5069930374991602,1.788691874999131,0.3331769160013209,52.7934822671661,1930.0,17.0,3581.578125,1.467737417000535,1.0,,
rag,2048,stable_prefix,no_cache,False,,1,19,1.368875374999334,1.408741404500142,1.6586198749992036,0.2962917500008188,60.02655334608378,1930.0,18.0,2275.125,1.467737417000535,1.0722213605466087,,
rag,2048,stable_prefix,stable_prefix,True,,1,19,0.1079415419990255,0.11048537530023161,0.4571230420006031,0.3538091249993158,49.3732082826687,1930.0,18.0,2274.9375,1.467737417000535,13.597521304761292,,
