strategy,workload,layout,prompt_len_target,files,samples,median_ttft_s,p95_ttft_s,median_total_latency_s,p95_total_latency_s,median_decode_latency_s,median_tokens_per_s,median_rss_mb,max_rss_mb,ttft_speedup_vs_no_cache
default_cache,coding,front_volatile,16384,1,19,37.77854775000014,40.81979958389988,39.450110374999895,42.63307058810019,1.6294605000002775,39.27680358007396,5259.609375,8042.953125,0.9911059687570949
no_cache,coding,stable_prefix,16384,1,19,37.44254416600006,38.49808284970013,39.116438458000175,39.70220147950003,1.627902624999933,39.31439081007847,3361.828125,3361.84375,1.0
stable_prefix,coding,stable_prefix,16384,1,19,0.3338020000001052,0.35935873719990924,2.2681609589999425,2.3084894797997095,1.930221999999958,33.15680786976907,3361.609375,3361.640625,112.16992158821176
