strategy,workload,layout,prompt_len_target,files,samples,median_ttft_s,p95_ttft_s,median_total_latency_s,p95_total_latency_s,median_decode_latency_s,median_tokens_per_s,median_rss_mb,max_rss_mb,ttft_speedup_vs_no_cache
default_cache,coding,front_volatile,8192,3,57,11.72842029200001,11.95795705800001,13.075939041000083,13.319125850199953,1.354344625000067,47.255328384381365,6362.09375,9622.71875,0.9942242363154193
no_cache,coding,stable_prefix,8192,3,57,11.660679707999977,12.028516025199997,13.01896366699998,13.412821833400036,1.3629057910000029,46.958491498551325,2742.65625,2744.46875,1.0
stable_prefix,coding,stable_prefix,8192,3,57,0.1813782500000798,0.19219881659982996,1.5485538750003798,1.5962213337999855,1.3652401250001276,46.878200272639965,2742.328125,2742.453125,64.28929437788074
