workload,prompt_len_target,layout,strategy,cache_prompt,cache_reuse,runs,samples,median_ttft_s,p95_ttft_s,median_total_latency_s,median_decode_latency_s,median_tokens_per_s,median_prompt_tokens,median_completion_tokens,peak_server_rss_mb,front_volatile_median_ttft_s,ttft_speedup_vs_front_volatile,reuse0_median_ttft_s,ttft_speedup_vs_reuse0
coding,8192,end_volatile,stable_prefix,True,,1,19,0.179163625000001,0.1938726377995408,1.5520116249999774,1.3738240829998176,46.585294865593426,10233.0,64.0,2742.375,12.061867415999586,67.32319362258673,,
coding,8192,front_volatile,stable_prefix,True,,1,19,12.061867415999586,13.081484512499994,13.390827457999876,1.4063947080003345,45.26761825834605,10233.0,64.0,9619.765625,12.061867415999586,1.0,,
coding,8192,middle_volatile,stable_prefix,True,,1,19,7.445925334000094,7.541192078500535,8.80243979199986,1.3575364159996752,47.144223348786625,10234.0,64.0,9624.53125,12.061867415999586,1.6199286018786492,,
coding,8192,stable_prefix,stable_prefix,True,,1,19,0.1795833750002202,0.19598768750020093,1.559416500000225,1.3819052500002726,46.3128713057479,10233.0,64.0,2742.59375,12.061867415999586,67.16583545656604,,
rag,8192,end_volatile,stable_prefix,True,,1,19,0.1613604589992974,0.17879573270038232,0.4952737499997965,0.3426334579999093,51.58741208513383,8039.0,17.0,2733.4375,9.103700791999472,56.418411601314986,,
rag,8192,front_volatile,stable_prefix,True,,1,19,9.103700791999472,9.18402881699958,9.716906249999738,0.5943202910002583,40.93721824913337,8039.0,24.0,8127.09375,9.103700791999472,1.0,,
rag,8192,middle_volatile,stable_prefix,True,,1,19,5.616484874999514,5.6676663417000785,5.987435874999392,0.3922399580005731,41.80875348313618,8042.0,17.0,8122.171875,9.103700791999472,1.6208893987273951,,
rag,8192,stable_prefix,stable_prefix,True,,1,19,0.1533163330004754,0.16137357980005618,0.4726028750001205,0.3209547500000553,52.96696808505582,8039.0,17.0,2732.53125,9.103700791999472,59.37854508933007,,
